platform,post_id,text,timestamp,channel_id,channel_title,channel_username,views,forwards,reactions,replies,forwarded_from_id,reply_to_msg_id
Telegram,164773,"WARNING: GRAPHIC

Illinois man HEADSHOTS woman right in front of cop — gunfight ERUPTS

Murderer then shot and killed by officer",2026-08-27T20:43:27+00:00,1387645188,RT News,rtnews,1,0,0,0,,
Telegram,164772,"Lake Ontario's name is 400 years old, predating Canada and the US — Canada's PM Mark Carney

'We know America is changing, Canadians also know that naming reality means calling it Lake Ontario – then, now and always'",2026-08-27T20:34:36+00:00,1387645188,RT News,rtnews,257,3,6,0,,
Telegram,164771,"Trump on his 2nd term: 'when you follow Babe Ruth, or Michael Jordan, it’s maybe harder'

'But I was following Joe Biden'

'Maybe people allow me to be strong to save our nation'",2026-08-27T20:30:01+00:00,1387645188,RT News,rtnews,402,3,12,0,,
Telegram,164770,"'You don’t just flip a switch and get out of 40-year high inflation Biden gave us' — House Speaker Johnson

'We’ve got a lot more work to do. We need reinforcements to do it'",2026-08-27T20:23:01+00:00,1387645188,RT News,rtnews,529,3,21,0,,
Telegram,164769,"'We will SEND BENJAMIN NETANYAHU to HELL...

...& will PROVE that his GRAVE MISTAKES brought the END OF ISRAEL' — Senior IRGC official Mohsen Rezaei VOWS to Al-Mayadeen",2026-08-27T20:18:03+00:00,1387645188,RT News,rtnews,686,6,32,0,,164766.0
Telegram,164768,"'THEY GOT STREAMERS IN THE GAME' — IShowSpeed gets wowpilled during GTA VI Netflix reveal

'HE STREAMING'",2026-08-27T20:16:51+00:00,1387645188,RT News,rtnews,650,0,14,0,,
Telegram,164767,'You have beautiful skin' — Palm Beach Pete says he's newly single and 'sorry' about AOC's breakup,2026-08-27T20:02:38+00:00,1387645188,RT News,rtnews,973,3,15,0,,
Telegram,164766,"Hormuz reopening linked to ENDING WARS in Lebanon & Gaza — Senior IRGC official Mohsen Rezaei

'If Americans want to REOPEN the STRAIT... 

START by ABIDING BY THESE CONDITIONS!'

Says new diplomatic policy means Americans will have to 'CATCH UP & WALK BEHIND IRAN'",2026-08-27T19:53:19+00:00,1387645188,RT News,rtnews,1138,8,49,0,,164762.0
Telegram,164765,Leavitt takes family photo at podium on her last day as press sec.,2026-08-27T19:48:15+00:00,1387645188,RT News,rtnews,1135,1,37,0,,164724.0
Telegram,164764,"'It's Lake Iran' — Professor Mohammad Marandi, University of Tehran",2026-08-27T19:35:05+00:00,1387645188,RT News,rtnews,1375,6,77,0,,
Telegram,164763,Kiev former machine-building plant BURNS — Ukrainian media say cause of blaze unknown,2026-08-27T19:33:52+00:00,1387645188,RT News,rtnews,1330,5,39,0,,
Telegram,164762,"'Beirut & Dahyeh are a RED LINE' — senior IRGC official Rezaei THREATENS Israel

'NO ONE has the RIGHT to move towards them'

VOWS Israel will be FORCED to withdraw from Lebanon 'SOONER OR LATER'",2026-08-27T19:27:54+00:00,1387645188,RT News,rtnews,1350,7,61,0,,
Telegram,164761,"Cops RAID home of Rep. Ilhan Omar’s son, seize firearms and arrest his roommate — Alpha News

Roomate Abdulrahman Abdi detained ‘without incident’

PIC: Omar with her son Adnan",2026-08-27T19:19:01+00:00,1387645188,RT News,rtnews,1495,4,35,0,,
Telegram,164760,"Netanyahu held secret talks with Hamas during 2014 Gaza war — Israeli report

Israeli PM reportedly held direct private talks with top Hamas official Ghazi Hamad

Netanyahu's office denies the claims",2026-08-27T19:12:49+00:00,1387645188,RT News,rtnews,1559,5,47,0,,
Telegram,164759,US Trade Rep. Greer switches to Canadian French to explain how Ottawa 'already had best deal of ANY country',2026-08-27T19:04:27+00:00,1387645188,RT News,rtnews,1637,1,33,0,,
Telegram,164758,"Iranian Prez welcomes Qatar's PM to Tehran for KEY talks, including on future of Strait of Hormuz",2026-08-27T18:56:01+00:00,1387645188,RT News,rtnews,1723,5,56,0,,
Telegram,164757,"Trump admin NOT planning to return to MOU with Iran — sources tell The Wall Street Journal

US is focused on INCREASING economic pressure on Iran instead",2026-08-27T18:52:51+00:00,1387645188,RT News,rtnews,1753,4,60,0,,
Telegram,164756,"ISRAEL WILL NOT ALLOW ‘TENS OF THOUSANDS’ of displaced West Bank Palestinians to return — Times of Israel

Government tells High Court residents of Jenin, Tulkarem and Nur Shams refugee camps will NOT be allowed back after being displaced during 2025 ‘counter-terror op’",2026-08-27T18:43:27+00:00,1387645188,RT News,rtnews,1885,9,83,0,,
Telegram,164755,"Trump on Nepal flash floods: 'we’ve offered any help that they need'

'Well-built buildings wiped out like they were toothpicks'",2026-08-27T18:37:01+00:00,1387645188,RT News,rtnews,1884,4,40,0,,
Telegram,164754,"'All it takes is a good pen and some intelligence

So Lake Ontario...  that's gone

ENJOY LAKE AMERICA' — Trump",2026-08-27T18:33:43+00:00,1387645188,RT News,rtnews,1887,17,83,0,,
